text,cefr_level
"Marinetti rejected conventional democracy based on majority rule and egalitarianism, for a new form of democracy, promoting what he described in his work ""The Futurist Conception of Democracy"" as the following: ""We are therefore able to give the directions to create and to dismantle to numbers, to quantity, to the mass, for with us number, quantity and mass will never be—as they are in Germany and Russia—the number, quantity and mass of mediocre men, incapable and indecisive.",C1
"Nevertheless, while condemning parasitical capitalism, was willing to accommodate productivist capitalism within it so long as it supported the nationalist objective.",C1
Social behavior accounts for actions directed at others.,B1
"According to Alexander J. Motyl, an American historian and political scientist, Russian fascism has the following characteristics:",B1
"It also called for the fulfillment of expansionist aims in the Balkans and other parts of the Mediterranean, the creation of a short-service national militia to serve defensive duties, nationalization of the armaments industry, and a foreign policy designed to be peaceful but also competitive.",C1
"During World War II, the Axis Powers in Europe led by Nazi Germany participated in the extermination of millions of Poles, Jews, Gypsies and others in the genocide known as the Holocaust.",B1
"Starting in the 20th century, humanist movements have typically been non-religious and aligned with secularism.",B2
Religious humanism appeared mostly in the US and is now rarely practiced.,A2
"Each different group described as fascist has at least some unique elements, and many definitions of fascism have been criticized as either too broad or too narrow.",B1
"After the Russian Revolution and in History and Class Consciousness (1923), György Lukács developed and organized Lenin's pragmatic revolutionary practices and ideology into the formal philosophy of vanguard-party revolution.",C1
"The Fascist regime created a corporatist economic system in 1925 with creation of the Palazzo Vidoni Pact, in which the Italian employers' association Confindustria and fascist trade unions agreed to recognize each other as the sole representatives of Italy's employers and employees, excluding non-fascist trade unions.",B2
"Instead of a universalistic ethic code, Kant suggested a universalistic procedure that shapes the various ethics that differ among various group of people. ",C1
"Sometimes, however, primogeniture can operate through the female line.",B2
"In an absolute monarchy, the monarch rules as an autocrat, with absolute power over the state and government—for example, the right to rule by decree, promulgate laws, and impose punishments.",B2
"In practice, both have commonly emphasized revolutionary action, proletarian nation theories, one-party states, and party-armies; however, both draw clear distinctions from each other both in aims and tactics, with the Bolsheviks emphasizing the need for an organized participatory democracy (Soviet democracy) and an egalitarian, internationalist vision for society based on proletarian internationalism, while fascists emphasized hyper-nationalism and open hostility towards democracy, envisioning a hierarchical social structure as essential to their aims.",C2
"Andorra currently is the world's only constitutional diarchy, a co-principality.",B2
"While continuing to rely on Germany for support, Mussolini and the remaining loyal Fascists founded the Italian Social Republic with Mussolini as head of state.",B2
